game_id,load_timestamp,season,status,scheduled_date,venue_id,venue_name,venue_city,venue_state,venue_address,venue_zip,venue_country,venue_capacity,attendance,neutral_site,conference_game,tournament,tournament_type,round,game_no,away_market,away_name,away_id,away_alias,away_conf_name,away_conf_alias,away_division_name,away_division_alias,away_league_name,home_market,home_name,home_id,home_alias,home_conf_name,home_conf_alias,home_division_name,home_division_alias,home_league_name,period,game_clock,elapsed_time_sec,possession_arrow,team_name,team_market,team_id,team_alias,team_conf_name,team_conf_alias,team_division_name,team_division_alias,team_league_name,team_basket,possession_team_id,player_id,player_full_name,jersey_num,event_id,timestamp,event_description,event_coord_x,event_coord_y,event_type,type,shot_made,shot_type,shot_subtype,three_point_shot,points_scored,turnover_type,rebound_type,timeout_duration
588b470d-d6be-47fd-a31d-5583b622661a,2/1/2018 14:53:06,2014,closed,1/15/2015 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,4503,,,,,,,Tulane,Green Wave,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,TULN,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,1,7:40,740,,,,,,,,,,,,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,,,,49a47e2b-da35-45d6-86b8-ed1105e155ea,1/15/2015 0:31:30,TV timeout,,,tvtimeout,,FALSE,,,FALSE,,,,
1265ae53-cdd9-4da5-8414-a363e93c59be,2/1/2018 13:06:56,2016,closed,12/10/2016 22:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,3579,FALSE,FALSE,,,,,Maryland-Eastern Shore,Hawks,d20216d8-161c-46e3-b8d2-92208ddf5acf,UMES,Mid Eastern Athletic,MEAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,2,4:23,2137,d20216d8-161c-46e3-b8d2-92208ddf5acf,,,,,,,,,,left,,,,,81c8d1b7-a2bc-4af5-91f3-563ba6f54149,12/10/2016 23:41:47,Hawks rebound (deadball),,,deadball,,FALSE,,,FALSE,,,,
b7a9a181-f985-44b4-8429-193be49b9e0b,2/1/2018 15:52:13,2013,closed,12/8/2013 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,4203,FALSE,FALSE,,,,,Stetson,Hatters,394d1b2b-7a19-4d43-b04a-5f366c24e5bf,STET,Atlantic Sun,AS,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,2,14:48,1512,,,,,,,,,,,,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,46877ef5-ac83-4067-86cb-5dc8dd0be543,12/8/2013 1:19:47,Official timeout,,,officialtimeout,,FALSE,,,FALSE,,,,
0329f186-10fb-43c1-a3f7-35cf751bc2ec,2/1/2018 14:24:31,2015,closed,12/9/2015 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,4395,,,,,,,Massachusetts,Minutemen,88104678-e53b-43b3-82f7-efb3a11cedb9,MASS,Atlantic 10,A10,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,2,15:11,1489,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,,,,,,,,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,11d98a2e-6740-48aa-a934-b7c9c3440353,12/9/2015 1:12:49,TV timeout,,,tvtimeout,,FALSE,,,FALSE,,,,
c96b739a-5c9a-42a2-b41b-98b5fc45c2bf,2/15/2018 16:56:12,2017,closed,11/16/2017 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,,4016,FALSE,FALSE,,,,,Gardner-Webb,Runnin' Bulldogs,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,Big South,BIGSOUTH,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,2,1:40,2300,79871449-f5a1-4650-b3cf-85b78fd6943e,,,,,,,,,,right,,,,,67b1c736-79a9-4e22-982a-0d9e86ce02f3,11/16/2017 1:54:50,Knights rebound (deadball),,,deadball,,FALSE,,,FALSE,,,,
a188789b-213a-413e-a141-5c04147b6916,2/1/2018 11:19:24,2016,closed,1/14/2017 21:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,5489,FALSE,TRUE,,,,,Houston,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,HOU,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,1,00:00,1200,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,,,,,,,,,,,,378a7026-db6f-4c20-8bfd-25f3d198c24c,1/14/2017 21:53:09,End of 1st Half.,,,endperiod,,FALSE,,,FALSE,,,,
3a1b7120-26f3-4426-800a-89302902ce6d,2/1/2018 13:45:02,2015,closed,2/6/2016 17:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,3654,,,,,,,Temple,Owls,8598d1b6-106b-4083-a512-2e495729525a,TEM,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,2,00:12,2388,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,,,,,,,right,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,3370b0f1-3400-4628-9d11-e325bf56fc39,2/6/2016 18:53:59,Knights 60 seconds timeout,732,118,teamtimeout,,FALSE,,,FALSE,,,,60
588b470d-d6be-47fd-a31d-5583b622661a,2/1/2018 14:53:06,2014,closed,1/15/2015 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,4503,,,,,,,Tulane,Green Wave,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,TULN,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,5,00:50,3250,,,,,,,,,,,right,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,dd3c1949-4cfc-45b5-abd7-8360dc3b921e,1/15/2015 2:52:30,Knights 30 seconds timeout,752,171,teamtimeout,,FALSE,,,FALSE,,,,30
723a231e-24c3-490b-b214-7fd4970e45bd,2/15/2018 17:19:00,2017,closed,1/7/2018 17:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,,4010,FALSE,TRUE,,,,,Temple,Owls,8598d1b6-106b-4083-a512-2e495729525a,TEM,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,1,20:00,0,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,,,,,,,left,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,468d4449-ed75-4b8c-9b84-048d99bc12fb,1/7/2018 17:06:46,Obi Enechionyia vs. Tacko Fall (Djordjije Mumin gains possession),559,300,opentip,,FALSE,,,FALSE,,,,
3954f15a-2aea-4b9a-9c7d-1fe10c766dd0,3/2/2018 2:50:31,2017,closed,3/2/2018 0:00:00,c76914a3-7d54-4d6e-be85-cd6ccc69da47,CFE Arena,Orlando,FL,12777 Gemini Blvd N,32816,USA,9465,5930,FALSE,TRUE,,,,,Wichita State,Shockers,f38b58de-3273-4723-a78b-2f918e9aa2d5,WICH,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,UCF,American Athletic,AAC,NCAA Division I,D1,NCAA MEN,1,7:02,778,054c3e85-0552-4549-b123-7e84af6e7b6c,,,,,,,,,,,054c3e85-0552-4549-b123-7e84af6e7b6c,,,0,0730b7b1-6ae4-4272-ad36-8159e3a5c6b7,3/2/2018 0:28:04,TV timeout,,,tvtimeout,,FALSE,,,FALSE,,,,
