season,scheduled_date,attendance,market,name,team_code,team_id,alias,current_division,points_game,win,opp_market,opp_name,opp_code,opp_id,opp_alias,opp_current_division,opp_points_game
1997,,,,,1196,,,,64,FALSE,,,803,,,,68
1997,,,,,64,,,,73,FALSE,,,504115,,,,79
1997,,,,,313,,,,72,FALSE,,,168,,,,76
1997,,,,,46,,,,79,FALSE,,,452,,,,85
1997,,,,,336,,,,68,FALSE,,,190,,,,80
1997,,,,,242,,,,47,FALSE,,,247,,,,51
1997,,,,,239,,,,87,FALSE,,,570,,,,89
1997,,,,,211,,,,63,FALSE,,,633,,,,82
1998,,,,,773,,,,49,FALSE,,,258,,,,67
1998,,,,,759,,,,76,FALSE,,,504578,,,,86
1998,,,,,751,,,,37,FALSE,,,265,,,,59
1998,,,,,717,,,,77,FALSE,,,69,,,,82
1998,,,,,787,,,,83,FALSE,,,163,,,,92
1998,,,,,85,,,,53,FALSE,,,247,,,,63
1998,,,,,686,,,,49,FALSE,,,239,,,,75
1998,,,,,344,,,,54,FALSE,,,348,,,,61
1998,,,,,297,,,,82,FALSE,,,300,,,,89
1998,,,,,286,,,,80,FALSE,,,501182,,,,98
1998,,,,,585,,,,83,FALSE,,,424,,,,86
1998,,,,,570,,,,57,FALSE,,,642,,,,67
